no;x1;x2;x3;x4;treat;y;ybinom;x1mis;x2mis;x3mis;x4mis
23;-0.644328429;-0.945175884;0.230170319;-0.012328655;1;192.4346589;0;0.724579194;9.380218635;0.209656347;362.6166334
24;-1.553137405;-0.461119639;2.225420673;-1.078466759;1;186.0599738;0;0.45998164;9.61940734;0.098447701;340.7868704
25;-1.597709517;0.559566137;-0.866470566;1.620992109;1;196.3560269;0;0.449843849;10.46539005;0.281493958;491.9771641
26;1.805097519;0.207371698;0.747952335;-0.268205524;1;277.4494401;1;2.465880044;10.02928745;0.279732778;397.5703477
27;-0.481647364;0.40051627;-0.320562031;-2.06454849;1;178.2402639;0;0.785980197;10.24757385;0.222738878;336.2077144
28;0.620379801;-0.05140967;-0.830560576;1.924314254;0;241.6793436;1;1.363684054;9.982022292;0.194496511;478.4239549
29;0.612123493;0.824944696;0.244342457;1.645471474;0;264.0220351;1;1.35806616;10.29002989;0.222525968;504.9196028
30;-0.162310977;-1.678067504;-1.16486297;0.468945355;0;173.0041804;0;0.922050312;9.093023151;0.224271211;353.0970904
31;0.811873179;-0.923279416;-0.026246057;0.12824905;0;221.2376809;1;1.500707389;9.716099449;0.215080781;368.8308586
32;2.196833546;-0.657448335;-1.294718838;-1.030553709;0;229.3691208;1;2.999413511;9.934232025;0.114953407;335.3292691
33;2.049190337;1.654941797;0.190466283;0.38065325;0;297.8875071;1;2.785967385;10.18888549;0.233303563;485.567449
34;1.632445639;-1.163929147;0.502807419;0.277584914;0;249.1002689;1;2.261939927;9.809702696;0.253434521;365.3318367
35;0.254271193;-0.879142734;0.815673174;0.982330797;0;231.5270101;1;1.135570987;9.616014636;0.225084231;404.1381703
36;0.491188279;0.224613031;-1.160457631;0.504854504;1;230.7512074;1;1.278380624;10.08526618;0.192299732;429.7108243
37;-0.324086579;1.420549962;0.438592412;-0.895045428;1;225.0485023;1;0.85040439;10.82437335;0.209917474;421.2963364
38;-1.662050244;0.500920689;-0.475260266;0.631300209;1;185.497141;0;0.435602512;10.42103037;0.251952484;446.5707601
39;1.767733851;0.284829602;0.040167595;-0.128871183;0;262.2239875;1;2.420240524;10.0415351;0.219081986;406.2626598
40;0.025801049;-0.720574831;0.915386234;-0.733961519;1;212.7879878;1;1.012984095;9.644360223;0.217021902;343.934222
41;1.128510834;0.896460942;0.345929339;-0.748757653;0;247.6806646;1;1.758138215;10.21912735;0.233307353;405.9299478
42;-2.380358061;-1.432467667;-1.647193625;-1.052814759;1;98.89214052;0;0.304166804;8.688837717;0.433516944;306.7653317
43;-1.060265552;0.385992634;-0.083319577;0.282138105;1;199.2425545;0;0.588526822;10.28669267;0.219838846;427.1716282
44;0.93714054;-1.11065415;-0.353602827;0.411237614;0;221.5150726;1;1.597708268;9.687374956;0.2019985;372.512522
45;0.85445172;-0.075503438;0.910934322;-0.409227869;0;236.748737;1;1.532998866;9.977462236;0.251399657;380.8457122
46;1.460729403;-1.387222219;-0.989094637;0.650820162;1;237.0794362;1;2.075837531;9.738708663;0.159403481;371.0862057
47;-1.413098778;0.274713654;-0.62834912;-0.330364933;1;170.8560815;0;0.493343601;10.22093962;0.256673514;397.7770459
48;0.567403253;0.546311963;0.749104926;-0.150762874;0;242.0458584;1;1.328036621;10.19767546;0.234887149;415.9784226
49;0.583187653;-0.53909461;-1.447707434;-0.054678668;1;206.0732086;0;1.33855922;9.80689661;0.181541281;376.6016356
50;-1.306798833;-1.841499195;-0.648935481;0.129006967;1;152.8934636;0;0.520274139;8.550782503;0.254745003;334.4329405
51;-0.540386074;-0.790288951;1.10949565;1.961591505;1;237.8149285;1;0.763232148;9.500614654;0.191120654;448.2240518
52;1.947692665;-1.094068126;-2.561387827;-1.127679673;0;197.6569444;0;2.648110409;9.863454644;0.064215352;316.0662513
53;0.05359027;0.463697367;-0.888051519;0.164379826;1;217.4200758;1;1.027157353;10.22563775;0.213950588;425.5175687
54;0.351662841;0.016765478;1.133048165;-0.063526316;0;232.9390892;1;1.192237055;10.00692379;0.233674367;398.1317531
55;-0.670976539;0.713715588;0.630442193;1.587387133;1;241.6552946;1;0.714988894;10.47228116;0.198236385;497.3391826
56;0.277953695;0.372720397;-0.591059539;0.035462629;1;225.7268157;1;1.149097495;10.16062591;0.208980242;416.4939344
57;0.691171273;-0.631418735;-1.346338424;1.33929675;0;220.7347482;1;1.412817075;9.789249747;0.178242512;428.8162119
58;0.823795329;-0.345194725;0.537050321;0.133688804;0;238.8743747;1;1.509679934;9.894729896;0.235681784;391.5844979
59;2.14506502;-0.233673113;0.424586381;2.54E-05;0;273.2757073;1;2.922772085;9.975512628;0.257782357;390.7086842
60;-2.346943978;-2.402709832;-0.448983035;-0.1632541;1;115.6315926;0;0.309291219;7.807068332;0.264794213;303.9456136
61;0.149591981;-0.841015659;-0.274513012;-0.930458393;1;194.6061465;0;1.077664274;9.610885948;0.214230847;332.2791582
62;-1.342531482;-0.525577562;0.17993543;-1.403325251;0;148.7746987;0;0.511061297;9.583266432;0.205731382;326.5645535
63;0.553303076;0.964676072;0.452076351;0.466800425;0;250.7977164;1;1.318706771;10.3522017;0.226987039;459.3081848
64;1.589962843;1.168687798;0.680015674;-1.701928281;0;253.4880767;1;2.214399856;10.197963;0.266155415;378.9547261
65;-0.586879594;0.037525635;-0.625072446;-0.145787189;1;192.5418777;0;0.745694114;10.02411581;0.232238316;395.6812584
66;-1.832377306;-1.059450384;0.717227607;-0.250693256;0;152.6112725;0;0.400040834;9.086706424;0.164054268;349.3107308
67;0.888139433;-0.203198859;-0.306619312;0.806697562;0;237.9298467;1;1.559039172;9.940768766;0.20444803;424.5041588
68;1.593488472;-0.260522502;0.920545041;-0.960010616;0;250.2028898;1;2.218306875;9.955999401;0.285768115;352.6683764
69;0.516854671;-1.503592841;-2.310955032;-1.340559789;0;153.3165108;0;1.294892054;9.438275742;0.168400431;294.323099
70;-1.29567168;-1.191546482;0.345497801;-0.771410829;0;153.7076399;0;0.523176791;9.064510146;0.197232834;325.334909
71;0.054615575;2.457074166;-0.255893707;-0.242590768;1;248.5420306;1;1.027684063;11.19499679;0.215396809;493.4832726
72;-0.784649373;-1.421405166;0.974532179;0.460010576;0;186.7413922;0;0.675484758;9.023947661;0.184621788;362.4684959
73;-1.049352819;-1.17067119;0.800272025;-0.654014166;1;176.1180562;0;0.591746817;9.132941677;0.181715138;330.3420624
74;2.330511962;0.61272884;-0.473594106;-0.572562297;0;267.3494342;1;3.206743644;10.0543045;0.171741776;401.6082751
75;1.402705383;0.504072913;-0.959342643;0.474511983;0;251.6675297;1;2.016478537;10.09949752;0.162926104;440.1010242
76;0.942600851;-0.033604026;-0.989347602;0.266951988;1;233.9154047;1;1.60207622;9.990578262;0.178166151;409.3883697
77;0.826258287;1.067788411;-2.0780065;-0.361035269;1;224.3475594;1;1.511540219;10.3250741;0.14999315;428.7696257
78;-0.81154049;-1.084364336;0.818046251;-1.232883654;1;177.0544602;0;0.666463273;9.249145279;0.188571072;312.6797186
79;0.476248281;0.565755522;0.816389424;-1.381601643;0;224.7951287;1;1.268866701;10.21676268;0.233235463;368.0317601
80;1.021258407;-0.27609081;-0.905158134;-1.28362874;0;204.7255617;0;1.666339332;9.926896026;0.178476356;340.0439431
81;0.645383074;-0.825708876;0.592262637;0.010957779;0;223.6756457;1;1.380839348;9.715930794;0.232936963;368.0737755
82;1.043143552;0.490220537;0.714548546;1.266359163;1;282.1762767;1;1.684673499;10.12772397;0.249826866;473.3487602
83;-0.304369113;-0.926531861;1.381541792;1.237544539;1;234.305288;1;0.858829764;9.466771432;0.198338939;412.537236
84;2.477110917;1.602549891;-0.486275989;0.110307813;0;294.988819;1;3.450625291;10.12416308;0.168029945;471.4481897
85;0.971220673;-0.86089102;0.337212146;-2.381909615;0;196.9533734;0;1.625166605;9.763567246;0.23045948;280.8037306
86;1.867099185;-0.365513266;-0.645625377;0.674144156;0;257.9447754;1;2.543521638;9.951065914;0.167997534;412.4404886
87;0.672042469;-0.006331921;1.430156732;-0.105002885;1;258.0333367;1;1.399368739;9.99785956;0.260237907;395.5590032
88;-0.307953381;-2.380530777;0.308538089;-1.562628173;0;151.8728331;0;0.857292004;8.627896278;0.211921282;257.8221445
89;0.536523717;1.520819634;0.278931705;-0.600812425;0;241.3574399;1;1.307689525;10.56117731;0.222529746;437.6467016
90;0.824870065;-0.61990212;0.228292155;0.228182516;0;229.8478614;1;1.510491407;9.811096694;0.224237607;384.4846601
91;-0.963901479;-0.484028904;-1.993364532;0.729509588;1;171.1181026;0;0.617577483;9.64961038;0.310091163;409.8794881
92;-0.855082511;-0.926160967;-1.500178139;0.364541728;1;169.7915495;0;0.652110498;9.350175618;0.276290102;377.8506466
93;1.886946942;-0.285925615;-0.651634658;-0.637504516;1;250.8492019;1;2.568888901;9.962374199;0.167116618;363.915518
94;-0.391819372;1.587795361;-1.731560342;0.760274282;1;217.628717;1;0.822086477;10.9474702;0.246655094;499.4362168
95;-0.980632949;0.659089023;0.445640798;-0.610892147;1;200.6949368;0;0.612432544;10.47931181;0.19766584;401.930198
96;0.687332101;1.206297879;1.329443209;-0.388906188;0;260.6397236;1;1.410107652;10.40365963;0.257928375;433.3637968
97;-0.505043518;-0.024829642;-0.142263201;0.323637415;0;197.7396368;0;0.77683931;9.984515147;0.219118773;412.041597
98;2.157719817;-0.904587352;-0.133638647;-1.377265848;0;237.20049;1;2.941324259;9.906273863;0.203781008;313.932726
99;-0.599797564;-0.446869814;-0.08881177;1.574373606;1;219.6883396;1;0.740893209;9.711496384;0.218309406;446.3714165
100;-0.694546693;0.12508562;1.613391809;1.236423302;1;241.9580117;1;0.706612152;10.08342931;0.171117453;456.3140635
101;0.223925408;1.148091357;0.721530935;-0.283307586;1;246.3002272;1;1.118471145;10.51004119;0.223055237;435.3392018
102;-1.15622333;0.455013729;1.047277002;-1.736375029;0;175.8535455;0;0.560956641;10.34610428;0.167798877;350.3874348
103;0.422418528;2.021946384;0.631697909;0.678135065;1;276.0212865;1;1.235170805;10.80056574;0.227733811;515.2936978
104;-1.324755256;-0.695270371;-0.462835609;1.062005241;1;180.8638232;0;0.515623914;9.450756035;0.243585292;414.8038893
105;0.141084313;1.603965341;-0.498643041;0.149966904;0;232.574479;1;1.073089806;10.74550274;0.212975081;473.2335681
106;-0.536047998;1.351707336;1.824817386;2.194409905;1;277.1649156;1;0.764889424;10.85278216;0.176438044;554.4196371
107;-0.311606085;0.439514598;0.584455564;1.20134814;0;232.3841015;1;0.855727716;10.25372177;0.208227556;468.32694
108;1.556109643;1.571621702;0.159693209;1.219284353;0;293.1175728;1;2.177233036;10.2737853;0.226914035;519.4253988
109;-0.448033291;-1.741253237;-0.535832491;-2.342126712;0;134.3309293;0;0.799301829;8.937536849;0.22653793;253.3387938
110;0.321123537;-1.484014801;0.491414185;-0.282179687;1;212.1441071;1;1.174170298;9.376117273;0.222889132;332.4716634
111;-1.230172247;-0.555232552;-1.66444187;0.351956055;1;162.3281054;0;0.540594335;9.570334001;0.317077852;391.9102615
112;-1.324058692;-1.358604931;-1.109352641;0.062738349;1;150.3981767;0;0.515803528;8.926897507;0.285870695;349.8446069
113;1.261242274;-0.082657124;-0.129815438;-0.679357127;0;231.174169;1;1.878777195;9.981752604;0.209003843;370.1000956
114;1.31923172;-0.358236119;-0.492138872;-0.794479417;0;222.7246535;1;1.934049246;9.924431472;0.189149068;355.2201317
115;-0.080753761;-1.289118257;-0.590397517;-0.108565784;0;180.5240595;0;0.960427404;9.329429718;0.218066192;346.046159
116;-0.505089806;0.966683188;-0.573209451;-0.575566954;1;205.018327;0;0.77682133;10.60287652;0.228750325;415.7976213
117;-0.052153593;-0.4204559;1.512635915;0.141863246;1;235.7942454;1;0.974260267;9.784291221;0.21260987;388.9339077
118;0.628860625;0.778214745;-0.504601889;0.704728262;1;250.7514925;1;1.369478914;10.27063891;0.202579548;461.5168402
119;2.180002397;0.577272971;1.643380573;-1.689644272;0;276.4027383;1;2.974277638;10.05862825;0.410674331;356.7425179
120;-0.069017307;-0.396721691;0.969512935;0.610526956;0;226.3928015;1;0.96607998;9.794796705;0.213122227;408.5979233
121;1.544863602;-1.557470402;0.94395274;-0.376738654;0;238.7032121;1;2.165024767;9.726150973;0.28532063;326.3728024
122;1.321452017;-0.548407914;-0.467184968;-0.218404641;0;227.7037552;1;1.93619752;9.884518007;0.190412553;369.9154993
123;0.322151575;0.217260182;-2.049748364;0.596867148;1;209.8615892;0;1.174773999;10.09128219;0.188711113;433.2278965
124;1.53095512;0.91323497;1.737479372;0.149051063;0;290.4554357;1;2.150020893;10.16242248;0.352494454;443.6198929
125;-0.421239693;1.552214846;0.280339185;-1.527169847;1;213.0138617;1;0.810081964;10.93719606;0.210938569;401.0024272
126;-1.158821023;1.268130653;1.347515188;-1.066182712;1;209.8086176;0;0.560228518;10.9651976;0.155320778;408.1187006
127;-1.845368289;0.760401525;0.500537884;0.535808888;0;182.8868514;0;0.397450793;10.65666935;0.178503884;453.5285779
128;1.157325287;0.65918042;0.669602853;1.56298359;0;278.3749528;1;1.783651457;10.15764539;0.251237121;493.8245733
129;-2.123549881;0.653989652;-0.415730377;0.355861024;1;168.7162731;0;0.345841417;10.58412467;0.256426651;441.4138254
130;-1.196031518;1.555976315;-0.885232255;-0.563145496;1;189.3970985;0;0.549901692;11.19470672;0.265043072;440.6989458
131;1.642191991;0.416610867;-0.326935904;0.989176406;0;268.849857;1;2.272989659;10.06756054;0.193626549;458.2077288
132;0.883654833;0.028053394;0.642038635;-0.165553759;0;241.4354605;1;1.555547256;10.0082034;0.2414478;394.5188917
133;0.524875891;-2.366008573;-0.642331768;-0.08814986;0;183.0185666;0;1.300095789;9.120524338;0.201760266;307.8565563
134;-1.184659066;0.546044491;-0.511399679;-2.1560399;0;148.6779676;0;0.553037464;10.4181524;0.243243333;338.1922688
135;2.655788272;-0.087077144;-0.62776843;-1.451857337;0;254.7409729;1;3.773089403;9.994284853;0.151684816;340.8109401
136;-1.04791371;0.368892122;1.382022523;-0.785783854;1;204.6106114;0;0.592172764;10.27311816;0.159282127;383.4981295
137;-1.011122524;-1.440439379;0.901359161;0.837985038;1;195.196939;0;0.603166946;8.943812559;0.178971929;376.2647776
138;0.668921653;0.948342218;-0.035852501;-0.964901926;0;225.1681115;1;1.397186856;10.32123987;0.214965611;399.3378859
139;0.129177294;-1.622468936;-1.011118815;1.49876143;1;208.071995;0;1.066720135;9.241089329;0.210406483;395.0670033
140;-0.422576867;-1.422040939;-0.605881005;-1.150072608;0;155.6612183;0;0.809540535;9.140945486;0.227250416;303.7312262
141;-1.140264145;-2.19955962;0.052933055;0.068414717;0;150.8076842;0;0.565450753;8.333331796;0.213403027;319.2959825
142;-1.29371529;0.10224255;0.23674882;-2.223904461;1;158.981506;0;0.52368881;10.08023744;0.2030368;319.6349728
143;-0.594698769;-1.700944252;-1.107281637;1.015536825;1;178.7238611;0;0.74278445;8.903839176;0.245714261;373.0534863
144;-1.50081408;1.667568055;-1.189138543;1.083399501;1;199.4625872;0;0.47217432;11.3635635;0.302634789;517.6065247
145;0.015855693;0.651327819;-0.988761178;-0.216790094;0;201.6659629;0;1.007959355;10.32308215;0.21532344;417.570332
146;0.540169568;1.533247044;-0.190451595;-0.082249234;0;242.5874327;1;1.310075519;10.56446204;0.211586161;460.145307
147;-1.547291967;-0.007104085;-0.709476881;-0.238049644;1;163.8562405;0;0.461328004;9.994142524;0.266978911;390.2539512
148;0.84965293;0.064437051;-2.340912506;-2.421645318;1;181.7599387;0;1.529325005;10.01929926;0.140966427;311.2681001
149;0.896013184;1.425220419;0.569894049;-0.654023515;1;264.1916327;1;1.565189014;10.41312932;0.238818796;431.4426208
150;0.138690997;1.095976655;0.027538001;-0.887915024;0;215.8882921;1;1.071806453;10.5100486;0.216165035;408.3657549
151;-1.619328322;-0.123835518;2.223233507;0.765140491;1;213.5665954;1;0.445007492;9.896634186;0.094815198;426.063471
152;0.548397923;-0.602283795;-1.002590062;-0.399571846;0;197.1526352;0;1.315476505;9.779421882;0.193107836;360.9294891
153;0.195282154;-1.096139546;0.182640089;-0.98093047;0;190.0526675;0;1.102566977;9.505274932;0.217544453;321.2314192
154;-0.806497995;-0.31129707;0.600458606;0.527316072;1;210.2017866;1;0.668145712;9.784780803;0.195747732;408.6874243
155;-0.108624235;0.175138896;0.619609247;-1.209721216;0;201.3891033;0;0.947136442;10.09232086;0.213105469;359.6870678
156;-0.250946624;0.53080992;1.063989132;-1.124464232;0;209.3046919;0;0.882079305;10.29853253;0.204669507;376.606253
157;1.699346669;0.906410806;-1.689736198;1.048580888;0;260.5294392;1;2.338882694;10.14008635;0.114184429;482.0216603
158;-0.344298796;0.046753129;-0.060326498;2.095151802;1;241.2881602;1;0.841853392;10.02736154;0.216898522;490.263954
159;0.067772061;0.184794928;-0.730777736;-1.063624062;1;201.311972;0;1.034466703;10.08926768;0.21386752;365.6191753
160;-0.650569727;-0.505011833;0.25279634;0.948588387;1;210.6002136;1;0.722321561;9.668137111;0.208972869;417.9398223
161;-0.487638515;1.09073222;-0.257853985;-0.33119298;0;204.438816;0;0.783629256;10.67576311;0.221477609;430.9584695
162;0.303151237;-0.185498225;0.410061046;-0.387811342;0;215.36291;1;1.163666293;9.921202706;0.221414842;377.3963012
163;-0.24197402;-0.471421529;-1.339739312;1.787801774;0;204.380455;0;0.886045469;9.735909632;0.230309518;454.3880668
164;-0.481733568;0.63312187;1.365009024;-0.476288523;0;217.149929;1;0.78594632;10.39136881;0.18882006;406.2979306
165;-0.991802864;-0.27212445;0.908833119;0.506856714;1;208.7364812;0;0.609021668;9.801500486;0.179353347;409.4443898
166;-0.280649139;0.792838798;0.213459604;-1.314695333;0;198.143922;0;0.869076114;10.45168451;0.213422329;379.3980728
167;0.633017344;1.051680205;-0.91091758;0.069877804;0;231.852931;1;1.372328143;10.36475075;0.192035054;446.1202127
168;-1.239818343;0.467590993;0.999769237;-1.077812291;0;181.4963202;0;0.5379933;10.36263196;0.166755269;375.9635181
169;1.764314069;1.577757776;-1.900609341;1.282966036;0;271.1523082;1;2.416105713;10.23074843;0.101109461;522.6126932
170;-0.023679888;1.192579199;0.495263775;-1.982257197;0;206.1114899;0;0.988229872;10.60334931;0.215493755;369.0364714
171;0.199920484;0.68780869;-0.54933669;-2.190719041;1;198.1290472;0;1.105126979;10.30964163;0.21129027;342.1423255
172;1.347192778;-0.540565677;-0.65733747;0.086443394;0;231.0110255;1;1.961278171;9.888465248;0.179957894;382.0413357
173;0.036073488;0.692902562;0.944090244;-0.682311367;0;225.219803;1;1.018200388;10.34020311;0.217474589;400.42376
174;0.824581131;-2.194040451;-0.916503544;-0.103570876;0;188.4505712;0;1.510273206;9.331273849;0.184969629;313.3745647
175;-1.702671852;-0.954047151;0.133554561;-0.169058823;1;159.5641418;0;0.426844319;9.192987379;0.206324512;356.3371281
176;0.480950155;-0.140183677;-1.132568196;1.404634902;0;225.1764626;1;1.271853236;9.946445941;0.193312752;452.1768859
177;2.483550089;0.36715028;-0.342047624;0.131590969;0;278.7657885;1;3.46175278;10.02827771;0.18134101;420.1983928
178;0.401364988;0.055858063;-0.998091211;-0.486306391;1;209.6374877;0;1.222236642;10.02239821;0.199152195;382.9673526
179;0.215177171;1.85388686;0.618073108;-0.851983222;0;238.2049367;1;1.113589504;10.82759792;0.221796485;441.0799564
180;-1.815712353;1.233488977;0.245516201;-2.310745275;0;148.8046425;0;0.403388091;11.06086324;0.197308671;358.0702292
181;-0.911739424;-1.533457826;1.007195577;1.363956964;0;195.9409145;0;0.633896421;8.906098704;0.178708515;393.2486961
182;-0.049044691;0.070455608;-0.060344255;-0.4164854;1;214.6693281;1;0.975775885;10.0360915;0.216127878;386.2785449
183;-0.405387477;0.624654175;1.223996126;0.273919668;1;238.0023614;1;0.816528274;10.37478087;0.195265733;436.7503887
184;1.130381798;-0.22398221;-0.023037125;-0.354279747;0;232.7409813;1;1.759783691;9.945328037;0.214876992;377.2039086
185;0.815464735;0.351170646;-2.039666047;-0.380788638;0;204.2662528;0;1.503404747;10.1077136;0.151819477;398.8161575
186;0.076417519;0.122204458;-1.376953189;0.310742307;0;199.4773022;0;1.038948101;10.05876872;0.211486164;417.5053135
187;1.453747351;-1.803557419;-0.290606661;0.79340191;0;232.0064538;1;2.068603363;9.658360207;0.19825855;360.6141938
188;0.374121083;1.001495401;0.711085676;-1.155279257;1;238.0661862;1;1.205700278;10.40815504;0.22769762;393.8722952
189;-0.170904056;1.199219833;1.457104763;1.670544231;0;266.0855344;1;0.918097185;10.65072345;0.205419726;523.0261083
190;-0.502212812;-1.42600469;0.571763475;0.109682813;0;187.973131;0;0.77793959;9.111628726;0.203831202;349.0798282
191;0.543522108;-1.154184974;0.541355563;-1.380759321;0;196.8600134;0;1.312273401;9.575988646;0.228962083;305.0281708
192;-0.505186003;0.195879383;1.430315141;1.051944611;1;242.4807805;1;0.776783967;10.12216552;0.186264298;451.4700245
193;0.786795789;0.489033101;-1.773287989;-0.617644635;1;216.5882935;1;1.482007955;10.15299747;0.161159152;394.8720796
194;0.300949402;-0.030150555;0.819141514;-0.007465371;0;229.1439516;1;1.162385897;9.987176203;0.226825653;398.4967779
195;1.310223907;0.162180683;-1.174401171;0.810974183;0;242.0161388;1;1.925358056;10.03445519;0.156112697;439.873225
196;0.79843377;0.106499488;1.213806913;-1.565574608;0;228.6004429;1;1.490656885;10.03305325;0.26063031;343.7658954
197;0.850860438;-1.176966867;-0.958635811;1.196533997;0;221.2001438;1;1.53024862;9.647789849;0.182644621;400.7830681
198;-0.443567968;0.934429427;0.070343007;-0.572885801;1;212.1335086;1;0.801088394;10.56916926;0.21465488;414.5924588
199;-0.446774788;0.42197463;-1.15705293;0.051153697;1;196.5108868;0;0.79980495;10.25735057;0.239110359;419.1489835
200;0.013305042;-0.503018995;0.531391548;1.526544915;0;231.8835397;1;1.006674698;9.75016365;0.216305576;441.9886421
201;-1.436145706;-0.267881708;-0.329079736;-0.110967511;1;170.6406133;0;0.487691204;9.783589865;0.237066622;384.989558
202;-0.629259647;0.937288013;-0.229793207;0.203138987;1;213.8958116;1;0.730059075;10.61141319;0.222307114;446.9176538
203;0.243521766;0.034023579;0.007676873;-0.675713851;1;217.2728835;1;1.12948399;10.01495059;0.216080772;374.7441555
204;1.058362233;0.243158864;-0.258654597;1.074120147;0;254.2449922;1;1.697541651;10.06264321;0.204388501;454.4263844
205;0.831348818;1.143688524;0.656339682;0.967350283;1;281.2875754;1;1.51539239;10.34694929;0.240439822;488.8980372
206;0.105211816;0.827405932;0.086403496;0.770086843;0;235.0984054;1;1.054014185;10.3919598;0.216392955;466.4516942
207;-1.741713094;0.348058188;0.814554848;-0.430179495;1;182.7195941;0;0.418592851;10.29616429;0.160325278;396.7218916
208;0.645246994;-0.381202844;0.544850477;0.759558016;0;240.9309855;1;1.380745398;9.86884281;0.231546267;415.2773595
209;0.097104225;1.361281437;1.267767674;1.220632424;0;265.3189537;1;1.049750075;10.64762012;0.221361928;509.9428336
210;-0.076733695;-0.885541755;-0.650150061;0.46709789;0;193.0132077;0;0.962359837;9.54024973;0.218162355;383.4373407
211;0.991950678;0.388984014;1.129388596;-0.780227465;0;247.1542406;1;1.642099061;10.10523066;0.268101445;384.5033334
212;-0.859250761;0.41190509;-1.111778153;2.1654693;1;217.1791161;1;0.650752834;10.28936501;0.259952853;509.7378344
213;-0.281579688;0.709913471;-0.852194907;-0.488755148;1;203.7476255;0;0.868671849;10.40460344;0.226533024;408.895244
214;2.066247271;-1.315293806;-0.695015043;-0.04620765;0;239.7992662;1;2.809829022;9.85213342;0.159711545;347.393628
215;-0.611552978;-1.536933559;-0.865996966;1.347953158;1;188.9273866;0;0.736551228;9.003613696;0.239696138;392.4764975
216;0.315612825;-0.646002559;0.831441253;0.350048414;1;237.3184306;1;1.170939493;9.727551453;0.22753574;388.2494231
217;0.660293378;-0.968642988;-1.13411111;0.728632068;0;209.423105;0;1.391172183;9.670008799;0.185237994;390.4571685
218;-1.722202407;-1.045694766;0.567419197;-0.618074062;1;158.3476265;0;0.422696351;9.112819696;0.176475003;336.2173736
219;-2.134626048;-0.132058867;-0.469468492;1.098248074;1;168.9084304;0;0.343931412;9.881909874;0.262249183;439.5810898
220;0.068945598;0.138724709;0.275324308;-0.446278449;1;220.6685011;1;1.035073873;10.06697219;0.216821078;387.7924397
221;0.867821743;-1.609804345;0.032212945;-0.162168101;0;210.4776924;1;1.543281311;9.523968372;0.217209912;332.2609885
222;-2.290044179;0.972991446;0.758938467;0.644012039;1;191.4093124;0;0.318216888;10.88352404;0.149281774;467.2948396
223;-0.150190288;1.048883042;0.279070464;-2.111722832;0;194.064027;0;0.927655221;10.56375067;0.214194384;358.6160368
224;-0.268781793;-0.115849421;-0.242493779;-0.445228165;1;200.8273187;0;0.874248257;9.934337265;0.218827938;377.8717046
225;1.791332041;0.910867638;0.040603203;-0.822585447;0;259.5080327;1;2.448966308;10.13017163;0.219157361;403.5390814
